shortName,playerName,aggressiveness,attempts,avgAirDistance,avgAirYardsDifferential,avgAirYardsToSticks,avgCompletedAirYards,avgIntendedAirYards,avgTimeToThrow,completionPercentage,completionPercentageAboveExpectation,completions,expectedCompletionPercentage,interceptions,maxAirDistance,maxCompletedAirDistance,passTouchdowns,passYards,passerRating,season,seasonType,week,teamId
D.Brees,Drew Brees,13.333333333333336,30,19.82031021002753,-1.4836015325670489,-3.1117241379310343,3.1977777777777785,4.681379310344827,2.673366666666667,60.0,-8.758244117101029,18,68.75824411710103,0,45.25286841737218,45.25286841737218,2,160,96.52777777777777,2020,REG,1,3300
M.Trubisky,Mitchell Trubisky,36.111111111111114,36,23.318124600037173,-2.3033333333333346,2.685277777777777,8.1875,10.490833333333336,2.9926944444444437,55.555555555555564,-0.7148147043254625,20,56.27037025988102,0,45.409867870320866,41.31104452806779,3,242,104.16666666666669,2020,REG,1,810
B.Mayfield,Baker Mayfield,17.94871794871795,39,21.7005537273428,-1.6072380952380954,-0.16514285714285698,7.484761904761906,9.092,2.995179487179487,53.846153846153854,-7.562255324461518,21,61.40840917061536,1,50.13578861452167,37.49246590983314,1,189,65.01068376068376,2020,REG,1,1050
D.Carr,Derek Carr,13.157894736842106,38,20.101794064095984,-2.122352941176469,-1.1664705882352933,4.7700000000000005,6.892352941176469,2.5931052631578946,73.68421052631578,10.825754231528222,28,62.85845629478756,0,52.92797370011439,34.40084446637901,3,284,120.94298245614034,2020,REG,2,2520
R.Fitzpatrick,Ryan Fitzpatrick,27.659574468085108,47,17.453929164345,-0.8043057503506317,-1.195217391304348,6.196129032258064,7.000434782608696,2.194195652173913,65.95744680851064,-0.14364281867412387,31,66.10108962718475,0,41.30399496416781,41.30399496416781,2,328,100.31028368794323,2020,REG,2,2700
J.Driskel,Jeff Driskel,20.588235294117645,34,25.027142233809307,-2.038636363636364,1.6003030303030303,10.228333333333332,12.266969696969698,2.687117647058823,52.941176470588246,-4.569685371483068,18,57.510861842071314,1,58.57859762746118,53.786259397730944,2,256,84.92647058823529,2020,REG,2,1400
M.Ryan,Matt Ryan,25.0,36,22.812180335725536,-2.631321428571427,2.5211428571428565,7.46125,10.092571428571429,3.012666666666666,66.66666666666666,6.115004115013606,24,60.55166255165305,0,49.43031964290743,38.419480735689284,4,273,126.27314814814815,2020,REG,2,200
K.Cousins,Kirk Cousins,15.384615384615385,26,23.046499273126866,-2.714664031620554,1.1143478260869562,8.312727272727273,11.027391304347827,3.23412,42.307692307692314,-13.719708300553838,11,56.02740060824615,3,56.302328548648866,32.01466070412117,0,113,15.865384615384615,2020,REG,2,3000
D.Jones,Daniel Jones,30.0,40,18.49790233044317,-0.31482222222222234,-1.8483333333333327,6.3924,6.707222222222222,2.7699473684210525,62.5,6.5614642947912225,25,55.93853570520878,1,35.32727133532959,29.672478831402007,0,241,68.85416666666666,2020,REG,2,3410
J.Garoppolo,Jimmy Garoppolo,31.25,16,18.462627167866497,-1.72125,-2.5637499999999998,3.965000000000001,5.686250000000001,2.585625,87.5,18.446210771799084,14,69.0537892282009,0,48.02779403637022,25.14341464479317,2,131,140.36458333333331,2020,REG,2,4500
K.Murray,Kyler Murray,13.157894736842106,38,23.2832034496424,-3.247058823529412,0.4905882352941186,6.420000000000001,9.66705882352941,2.735157894736842,68.42105263157895,8.227188806784772,26,60.19386382479417,1,55.5837242365065,55.5837242365065,1,286,88.26754385964911,2020,REG,2,3800
R.Wilson,Russell Wilson,17.857142857142858,28,23.93542179123178,-1.0942857142857143,-0.1700000000000003,7.815714285714287,8.91,3.084857142857142,75.0,14.22915799277169,21,60.77084200722832,1,55.280923472749635,55.280923472749635,5,288,132.14285714285714,2020,REG,2,4600
T.Brady,Tom Brady,11.428571428571427,35,19.97932425733844,-2.0368819875776394,-2.5634285714285716,4.428260869565217,6.465142857142856,2.4882285714285715,65.71428571428571,-5.955860103879656,23,71.67014581816538,1,40.08676839057996,36.028462359640045,1,217,80.29761904761905,2020,REG,2,4900
G.Minshew,Gardner Minshew,22.222222222222218,45,21.500617496335792,-1.1318939393939402,0.5161363636363633,8.043333333333333,9.175227272727273,2.734466666666667,66.66666666666666,6.1973703238699045,30,60.469296342796746,2,49.341919297895174,49.341919297895174,3,339,92.73148148148148,2020,REG,2,2250
T.Bridgewater,Teddy Bridgewater,9.523809523809524,42,19.455170776788112,-0.9860681818181822,-2.0507500000000007,6.238181818181817,7.22425,2.5908333333333338,78.57142857142857,12.014215120247428,33,66.55721345118114,2,46.11462783109065,46.11462783109065,0,367,83.23412698412697,2020,REG,2,750
B.Mayfield,Baker Mayfield,8.695652173913043,23,23.38808604762219,-1.276904761904763,1.8785714285714283,8.934999999999997,10.211904761904762,3.5253478260869566,69.56521739130434,13.023930593677195,16,56.541286797627144,1,53.37575854261932,53.37575854261932,2,219,110.59782608695652,2020,REG,2,1050
B.Roethlisberger,Ben Roethlisberger,7.317073170731707,41,19.578461289473267,-1.3368208578637508,-2.917560975609756,5.135862068965516,6.472682926829267,2.4092682926829267,70.73170731707317,-2.6459098225686546,29,73.37761713964183,1,51.86488793008233,51.86488793008233,2,311,98.72967479674796,2020,REG,2,3900
P.Rivers,Philip Rivers,20.0,25,21.01530169995846,-3.5047157894736864,-1.4616000000000002,5.313684210526316,8.818400000000002,2.35088,76.0,10.054439127445221,19,65.94556087255478,1,50.765896032671385,33.67516889341464,1,214,97.75,2020,REG,2,2200
P.Mahomes,Patrick Mahomes,14.893617021276595,47,20.03393547090081,-0.34696296296296314,-2.5893333333333333,6.819259259259258,7.166222222222222,2.670510638297872,57.44680851063831,-8.858837536040767,27,66.30564604667907,0,52.85791236891597,52.85791236891597,2,302,90.91312056737591,2020,REG,2,2310
C.Wentz,Carson Wentz,11.627906976744184,43,18.97616874517318,-1.1058911819887438,-2.066829268292683,4.949230769230769,6.055121951219512,2.603395348837209,60.465116279069754,-7.394460883251469,26,67.85957716232123,2,36.70839277331548,36.70839277331548,0,242,56.5406976744186,2020,REG,2,3700
J.Allen,Josh Allen,20.0,35,22.907511675120894,0.666559523809525,1.317428571428572,10.755416666666667,10.088857142857142,2.7759714285714288,68.57142857142857,2.739358501774916,24,65.83207006965364,0,53.53029235862626,53.53029235862626,4,415,146.72619047619048,2020,REG,2,610
J.Goff,Jared Goff,3.7037037037037033,27,21.319291617299715,-0.9786923076923078,1.0257692307692308,7.624,8.602692307692307,2.723666666666668,74.07407407407408,8.451958497365311,20,65.62211557670878,0,45.82576240500533,45.82576240500533,3,267,142.05246913580245,2020,REG,2,2510
M.Trubisky,Mitchell Trubisky,32.142857142857146,28,22.66825698696752,-2.1010714285714283,0.5774999999999998,6.1549999999999985,8.256071428571428,2.9452499999999997,64.28571428571429,1.7797427518027291,18,62.50597153391156,2,40.8115584118029,40.8115584118029,2,190,77.97619047619048,2020,REG,2,810
J.Herbert,Justin Herbert,15.151515151515152,33,22.143437659672934,-3.2853636363636385,-0.05099999999999933,5.563636363636364,8.849000000000002,2.5671250000000008,66.66666666666666,5.761130515373111,22,60.90553615129353,1,54.879527148108714,39.170413579639416,1,311,94.38131313131314,2020,REG,2,4400
D.Watson,Deshaun Watson,22.222222222222218,36,17.552599058560293,-1.5820823529411747,-0.8438235294117662,6.3388,7.920882352941175,2.827885714285714,69.44444444444444,4.220903002553513,25,65.22354144189093,1,44.8426459968633,41.47680918296392,1,275,89.4675925925926,2020,REG,2,2120
C.Newton,Cam Newton,22.72727272727273,44,20.38267377006265,0.7345193798449614,-0.4595348837209297,8.670333333333335,7.935813953488374,2.9375681818181816,68.18181818181817,2.166227623820305,30,66.01559055799787,1,54.425248736225356,54.425248736225356,1,397,94.60227272727272,2020,REG,2,3200
M.Stafford,Matthew Stafford,21.21212121212121,33,20.811252479751317,-3.2968333333333337,-0.6549999999999999,5.4815000000000005,8.778333333333334,2.772424242424242,60.60606060606061,-1.09672031619332,20,61.702780922253936,1,65.09961597428975,34.61925764657585,2,244,90.9722222222222,2020,REG,2,1540
L.Jackson,Lamar Jackson,16.666666666666664,24,18.169498199902296,-2.199710144927536,-1.0821739130434782,5.283333333333333,7.483043478260869,3.1169999999999995,75.0,8.43206758145243,18,66.56793241854757,0,41.98360275155051,29.506041754189933,1,204,113.88888888888887,2020,REG,2,325
S.Darnold,Sam Darnold,9.375,32,19.18982308523594,-0.9710565476190474,-4.0603125,3.5623809523809524,4.5334375,2.60278125,65.625,-6.777401687577367,21,72.40240168757737,0,35.61151499164279,35.61151499164279,1,179,90.49479166666666,2020,REG,2,3430
D.Prescott,Dak Prescott,14.893617021276595,47,20.96155607141695,-0.9774168797953964,-0.3254347826086967,7.023235294117646,8.000652173913043,2.5843478260869563,72.3404255319149,6.0413476951578815,34,66.29907783675702,0,49.774633097592975,49.774633097592975,1,450,109.35283687943264,2020,REG,2,1200
D.Brees,Drew Brees,5.263157894736842,38,17.69356364157048,-1.411476091476089,-4.668108108108108,3.8123076923076926,5.223783783783782,2.664289473684211,68.42105263157895,-8.061497932986214,26,76.48255056456516,1,34.28548526709225,30.834308813398103,1,312,91.11842105263158,2020,REG,2,3300
J.Burrow,Joe Burrow,18.032786885245898,61,20.38202726657484,-3.3385387081997244,0.153728813559322,5.238918918918918,8.577457627118642,2.790433333333333,60.65573770491803,1.6715109592578443,37,58.98422674566019,0,47.501487345134784,34.88562167999876,3,316,90.60792349726778,2020,REG,2,920
R.Tannehill,Ryan Tannehill,16.666666666666664,24,18.87851737002449,0.7480555555555579,-0.8258333333333331,8.922222222222224,8.174166666666666,3.028541666666667,75.0,8.838392794132233,18,66.16160720586778,0,34.153840194039674,34.153840194039674,4,239,145.65972222222226,2020,REG,2,2100
A.Rodgers,Aaron Rodgers,13.333333333333336,30,23.088340174399942,-2.1724444444444444,0.8079999999999996,7.335555555555555,9.508,2.9254666666666664,60.0,-5.554750909407929,18,65.55475090940793,0,52.5664018171303,52.5664018171303,2,240,107.63888888888887,2020,REG,2,1800
D.Haskins,Dwayne Haskins,24.24242424242424,33,20.736784192617023,-4.500127591706538,0.8475757575757571,4.2868421052631565,8.786969696969695,2.3785151515151517,57.57575757575758,-8.945980713222967,19,66.52173828898054,0,51.460792842706965,30.70378641145095,1,223,88.32070707070706,2020,REG,2,5110
D.Haskins,Dwayne Haskins,18.918918918918923,37,21.536543268168842,-3.6020634920634933,-2.306666666666666,3.7857142857142856,7.387777777777778,2.3945135135135143,56.75675675675675,-8.383889778240302,21,65.14064653499706,3,42.42634205302173,31.17864814259913,2,224,58.8400900900901,2020,REG,3,5110
K.Murray,Kyler Murray,11.428571428571427,35,23.050499917560238,-2.7001844532279327,-0.13575757575757544,6.497391304347825,9.197575757575756,2.672,65.71428571428571,2.5252880368913893,23,63.188997677394326,3,57.87513887672322,38.1484364030821,2,270,72.3214285714286,2020,REG,3,3800
D.Carr,Derek Carr,21.875,32,21.071478484672326,-1.8863541666666659,-0.3028125000000008,5.904583333333332,7.790937499999997,2.973875,75.0,10.107984859496355,24,64.89201514050364,0,50.4906169500829,36.477593122353895,2,261,119.40104166666669,2020,REG,3,2520
G.Minshew,Gardner Minshew,9.523809523809524,42,19.128405192036745,-3.6850476190476185,-0.3090476190476188,3.5773333333333337,7.262380952380951,2.666285714285714,71.42857142857143,-0.23512813661778864,30,71.66369956518922,1,52.17182860510066,35.20836832345401,0,275,78.96825396825396,2020,REG,3,2250
C.Newton,Cam Newton,21.428571428571427,28,18.018738399155396,-3.326491596638657,-3.8082142857142856,1.615294117647058,4.941785714285714,2.9638571428571434,60.71428571428571,-4.843111974852434,17,65.55739768913814,1,39.22634446389314,30.37804799522181,1,162,73.80952380952381,2020,REG,3,3200
A.Rodgers,Aaron Rodgers,6.25,32,24.32887872033865,-3.61314285714286,1.579333333333334,6.199523809523809,9.812666666666667,2.870281250000001,65.625,1.574650872498751,21,64.05034912750125,0,52.267437281734026,52.267437281734026,3,283,124.86979166666669,2020,REG,3,1800
P.Mahomes,Patrick Mahomes,11.904761904761903,42,21.11139315664627,-1.4726042486231339,0.14121951219512124,6.40032258064516,7.872926829268294,2.7200476190476195,73.80952380952381,3.925668767520364,31,69.88385504200345,0,58.14627503116601,58.14627503116601,4,385,133.53174603174605,2020,REG,3,2310
N.Mullens,Nick Mullens,16.666666666666664,36,19.16651620474577,-0.5479428571428562,-1.366285714285714,7.6572,8.205142857142857,2.801861111111111,69.44444444444444,5.927204671833253,25,63.51723977261119,0,37.36086722762201,31.341158242796322,1,343,108.91203703703705,2020,REG,3,4500
M.Stafford,Matthew Stafford,9.677419354838712,31,20.70764743231869,-2.6673020527859226,-1.2799999999999994,4.988181818181818,7.655483870967743,2.2922258064516132,70.96774193548387,1.5147162541266397,22,69.45302568135723,0,36.23608146585389,34.731957906228104,2,270,119.01881720430107,2020,REG,3,1540
J.Allen,Josh Allen,12.12121212121212,33,23.094651650242266,-2.204270833333333,-0.8940625000000004,7.714166666666666,9.9184375,3.367969696969697,72.72727272727273,7.7872815908807675,24,64.93999113639197,1,53.31386780191435,52.77276759844986,4,311,128.91414141414145,2020,REG,3,610
B.Mayfield,Baker Mayfield,17.391304347826086,23,21.988359113223723,-2.8892613636363635,0.16227272727272746,5.909375,8.798636363636364,3.346608695652173,69.56521739130434,6.564641387566269,16,63.00057600373808,0,44.559088859625476,33.764562784078805,2,156,117.30072463768116,2020,REG,3,1050
J.Herbert,Justin Herbert,12.244897959183671,49,19.162383971595336,-2.463458333333332,-3.4293750000000007,4.128,6.591458333333333,2.6517500000000003,71.42857142857143,2.5900187541027577,35,68.83855267446867,1,51.385017271574405,30.473135709998736,1,330,87.96768707482995,2020,REG,3,4400
N.Foles,Nick Foles,17.24137931034483,29,22.784874094779052,-3.633310185185184,0.5044444444444449,5.611875000000002,9.245185185185186,2.5622758620689647,55.17241379310346,-4.3626350575479975,16,59.535048850651435,1,44.02165944168848,38.23696771450372,3,188,95.18678160919542,2020,REG,3,810
K.Cousins,Kirk Cousins,18.51851851851852,27,22.771650408894057,-0.6120000000000019,-0.4780000000000001,8.949999999999998,9.562000000000001,2.8571851851851853,59.25925925925925,0.09882571520628147,16,59.16043354405297,2,52.35832789537879,42.04017245445123,3,251,96.37345679012348,2020,REG,3,3000
T.Bridgewater,Teddy Bridgewater,10.714285714285714,28,17.058170827369388,-0.4322390572390562,-4.125555555555556,4.145909090909091,4.5781481481481485,2.5749285714285715,78.57142857142857,3.6338067480495937,22,74.93762182337898,0,46.855424445841905,46.855424445841905,1,235,113.54166666666669,2020,REG,3,750
J.Burrow,Joe Burrow,22.72727272727273,44,21.334785478973227,-2.875913978494624,-0.8957142857142865,5.847419354838709,8.723333333333333,2.7164090909090906,70.45454545454545,10.200146687301716,31,60.254398767243735,0,53.34188785560556,33.36551063598458,2,312,105.49242424242424,2020,REG,3,920
J.Driskel,Jeff Driskel,3.333333333333333,30,20.750115050572997,-2.777444219066937,-2.5313793103448274,5.6911764705882355,8.468620689655173,2.6007333333333333,56.66666666666666,-13.77472678820292,17,70.44139345486957,1,48.75850900099387,30.733253976759443,1,176,70.9722222222222,2020,REG,3,1400
C.Wentz,Carson Wentz,19.148936170212764,47,20.38120400448407,-3.2576724137931037,-2.2747727272727274,3.4448275862068964,6.7025000000000015,2.657510638297872,61.70212765957447,-2.0137416278111218,29,63.715869287385594,2,58.274721792557706,38.37998566961691,1,225,62.810283687943276,2020,REG,3,3700
S.Darnold,Sam Darnold,3.4482758620689653,29,19.37242983741436,-4.080972850678733,-2.591923076923078,2.5194117647058807,6.6003846153846135,3.0432068965517236,58.620689655172406,-5.782221206303313,17,64.40291086147572,3,39.66832615576312,34.96919358521153,1,168,46.98275862068966,2020,REG,3,3430
J.Goff,Jared Goff,21.875,32,17.492001918724608,1.5522159887798042,-3.780645161290322,6.83608695652174,5.283870967741937,2.9858437499999995,71.875,6.484617292881013,23,65.39038270711899,1,36.106876076448366,36.106876076448366,2,321,111.58854166666669,2020,REG,3,2510
R.Tannehill,Ryan Tannehill,13.513513513513516,37,21.654580445201148,-0.6275230566534908,1.4645454545454542,9.35217391304348,9.97969696969697,2.6315405405405405,62.16216216216216,3.100474178791046,23,59.061687983371115,1,51.44785709823103,51.44785709823103,0,321,78.77252252252252,2020,REG,3,2100
M.Trubisky,Mitchell Trubisky,22.72727272727273,22,23.817400862161946,-6.9349650349650345,2.6881818181818176,5.162307692307691,12.097272727272726,2.693318181818181,59.09090909090909,-5.100710842419758,13,64.19161993332885,1,58.55181722201284,34.769148680978645,1,128,71.78030303030303,2020,REG,3,810
P.Rivers,Philip Rivers,0.0,21,19.3286259351487,0.2372268907563022,-2.5442857142857145,6.692941176470589,6.4557142857142855,2.643904761904762,80.95238095238095,6.927652869905742,17,74.0247280824752,0,35.49796895598395,35.430671740738994,1,217,125.59523809523813,2020,REG,3,2200
D.Watson,Deshaun Watson,18.51851851851852,27,20.71507766377869,-1.3195126705653042,-0.5796296296296293,9.137894736842103,10.457407407407407,2.91,70.37037037037038,2.466793413515433,19,67.90357695685492,1,40.52634821939918,34.08427790052182,2,264,110.7253086419753,2020,REG,3,2120
L.Jackson,Lamar Jackson,10.714285714285714,28,20.19671058511339,-4.83185185185185,-0.4677777777777774,4.33,9.16185185185185,2.563178571428572,53.57142857142857,-9.83409439878804,15,63.40552297021661,0,48.18126295563454,24.556685444090377,1,97,73.06547619047619,2020,REG,3,325
M.Ryan,Matt Ryan,15.789473684210524,38,21.70662360750482,-2.4710526315789494,2.8631578947368426,8.68157894736842,11.15263157894737,2.971973684210526,50.0,-7.669299527218463,19,57.669299527218456,1,51.062511689105136,51.062511689105136,1,238,67.65350877192982,2020,REG,3,200
D.Prescott,Dak Prescott,19.298245614035086,57,21.34778345566082,-0.3866216216216216,-0.7800000000000001,7.458378378378378,7.845,2.755894736842106,64.91228070175438,3.81350017299777,37,61.098780528756606,2,50.81186967628725,50.81186967628725,3,472,93.60380116959064,2020,REG,3,1200
T.Brady,Tom Brady,7.894736842105262,38,22.484260140148052,-1.96416666666667,0.16638888888888814,7.479999999999998,9.444166666666668,2.546026315789473,65.78947368421053,-0.7761026683606502,25,66.56557635257118,0,56.029513651289164,48.994679302961046,3,297,115.7894736842105,2020,REG,3,4900
B.Roethlisberger,Ben Roethlisberger,22.222222222222218,36,21.81899902659453,-4.898111801242238,0.4602857142857141,4.1621739130434765,9.060285714285717,2.3956111111111107,63.88888888888889,1.1320320371952306,23,62.75685685169366,0,51.956124759262025,34.391371010763734,2,237,101.27314814814815,2020,REG,3,3900
R.Wilson,Russell Wilson,7.5,40,22.115389874742494,-0.5567641325536066,1.6389473684210534,9.134814814814817,9.691578947368422,3.4104000000000005,67.5,3.0855538696050644,27,64.41444613039494,0,62.89537025886722,62.89537025886722,5,315,130.72916666666669,2020,REG,3,4600
D.Brees,Drew Brees,13.888888888888891,36,17.161845930915337,-0.1145024630541851,-3.1762857142857155,4.452068965517241,4.566571428571426,2.513028571428572,80.55555555555556,7.4502160151799615,29,73.1053395403756,0,36.184091808417676,36.184091808417676,3,288,127.77777777777777,2020,REG,3,3300
